bb_id,x1,y1,x2,y2,class_name
5324,452,154,527,432,person
5325,320,270,607,437,motorcycle
5326,47,174,212,305,person
5327,107,136,298,491,motorcycle
5328,56,143,173,303,person
5329,112,137,293,497,motorcycle
5330,260,78,294,113,person
5331,183,35,443,250,car
5332,208,76,241,112,person
5333,329,73,376,115,person
5334,59,265,229,544,person
5335,62,509,260,572,snowboard
5336,66,270,227,543,person
5337,58,520,263,561,snowboard
5338,593,0,636,215,person
5339,601,97,637,236,bicycle
5340,147,1,277,216,person
5341,96,64,317,241,bicycle
5342,433,0,578,249,person
5343,439,104,582,295,bicycle
5344,217,57,429,449,person
5345,114,211,479,439,bicycle
5346,342,167,379,226,person
5347,324,205,393,237,sheep
5348,204,202,253,278,person
5349,164,227,233,283,sheep
5350,528,197,592,294,person
5351,512,235,614,295,sheep
5352,14,226,99,303,person
5353,40,255,96,316,sheep
5354,244,230,332,335,person
5355,220,283,283,338,sheep
5356,20,228,108,308,person
5357,30,252,108,307,sheep
5358,340,167,382,225,person
5359,337,207,385,231,sheep
5360,534,207,590,281,person
5361,519,232,613,292,sheep
5362,188,205,254,274,person
5363,164,226,228,283,sheep
5364,202,350,301,477,person
5365,209,413,293,478,backpack
5366,284,28,526,423,person
5367,266,217,281,234,sheep
5368,362,218,378,243,sheep
5369,382,215,398,242,sheep
5370,234,245,262,264,sheep
5371,295,218,325,241,sheep
5372,225,218,254,242,sheep
5373,515,254,536,287,sheep
5374,273,232,308,254,sheep
5375,513,228,545,253,sheep
5376,337,230,370,254,sheep
5377,139,189,173,214,sheep
5378,69,184,98,214,sheep
5379,227,260,252,295,sheep
5380,326,254,358,282,sheep
5381,529,244,557,277,sheep
5382,118,214,144,254,sheep
5383,298,238,336,266,sheep
5384,282,270,310,314,sheep
5385,7,193,38,237,sheep
5386,337,311,367,362,sheep
5387,302,262,341,302,sheep
5388,85,218,115,277,sheep
5389,598,251,638,298,sheep
5390,37,208,89,246,sheep
5391,187,294,238,362,sheep
5392,243,378,346,423,sheep
5393,0,295,76,362,sheep
5394,2,366,108,422,sheep
5395,263,316,357,387,sheep
5396,526,297,603,390,sheep
5397,297,89,379,425,person
5398,308,34,347,54,frisbee
5399,304,84,432,398,person
5400,189,43,349,339,person
5401,234,85,377,417,person
5402,285,108,534,440,person
5403,235,90,370,417,person
5404,127,131,310,417,cake
5405,287,108,537,435,person
5406,241,89,368,414,person
5407,218,280,323,349,knife
5408,285,109,539,437,person
5409,2,4,636,417,person
5410,187,252,564,334,knife
5411,238,146,288,211,person
5412,258,174,286,187,toothbrush
5413,259,147,362,323,person
5414,252,169,276,183,toothbrush
5415,315,259,445,634,person
5416,134,157,314,637,parking meter
5417,63,407,91,482,person
5418,481,259,590,360,kite
5419,56,309,103,423,person
5420,73,21,294,382,person
5421,113,330,316,379,snowboard
5422,90,206,293,568,person
5423,95,318,413,597,motorcycle
5424,150,74,342,639,person
5425,117,239,276,639,cat
5426,208,70,428,418,person
5427,14,134,611,393,couch
5428,28,90,275,422,person
5429,178,99,595,368,person
5430,217,315,233,338,person
5431,144,297,336,393,boat
5432,257,325,270,357,person
5433,233,310,245,349,person
5434,208,309,224,337,person
5435,246,310,259,355,person
5436,204,311,234,335,person
5437,135,304,379,408,boat
5438,78,255,307,599,person
5439,49,39,334,284,umbrella
5440,68,81,313,625,person
5441,33,15,359,279,umbrella
5442,129,241,175,343,person
5443,25,259,406,631,horse
5444,346,173,420,461,person
5445,161,161,303,552,person
5446,0,273,29,397,person
5447,0,420,85,637,horse
5448,133,251,179,339,person
5449,89,311,195,362,horse
5450,308,196,417,459,person
5451,264,312,423,635,horse
5452,130,178,282,605,person
5453,1,285,425,635,horse
5454,133,246,184,339,person
5455,85,302,176,361,horse
5456,303,168,423,519,person
5457,262,309,425,492,horse
5458,132,136,347,612,person
5459,2,283,421,635,horse
5460,248,31,519,477,person
5461,477,156,496,185,cell phone
5462,248,30,517,472,person
5463,472,147,499,186,cell phone
5464,56,50,337,307,person
5465,290,103,409,193,frisbee
5466,0,54,342,324,person
5467,307,112,376,205,frisbee
5468,241,115,341,398,person
5469,175,77,357,213,umbrella
5470,250,201,315,398,person
5471,196,90,349,203,umbrella
5472,68,126,305,504,person
5473,1,257,271,456,bench
5474,286,73,435,203,person
5475,160,175,521,421,dining table
5476,85,164,196,254,person
5477,165,186,515,422,dining table
5478,493,150,634,423,person
5479,294,75,426,367,person
5480,81,98,202,422,person
5481,11,176,196,415,person
5482,47,113,233,225,person
5483,397,168,638,268,book
5484,181,4,385,266,person
5485,0,1,287,495,person
5486,243,3,634,518,person
5487,0,5,524,425,person
5488,448,270,637,421,tv
5489,234,71,503,362,person
5490,341,356,485,399,skateboard
5491,229,65,509,367,person
5492,335,345,492,408,skateboard
5493,87,177,385,471,person
5494,224,253,289,345,bottle
5495,35,194,115,321,person
5496,43,243,106,275,bottle
5497,85,189,345,477,person
5498,210,245,306,353,bottle
5499,77,184,405,473,person
5500,344,299,396,474,baseball bat
5501,166,25,238,382,person
5502,122,105,183,202,backpack
5503,151,22,237,370,person
5504,133,95,174,195,backpack
5505,84,75,413,638,person
5506,284,156,345,620,spoon
5507,133,152,197,629,spoon
5508,172,82,637,638,person
5509,564,321,633,394,apple
5510,0,157,323,637,person
5511,221,282,306,448,banana
5512,177,69,633,629,person
5513,223,281,333,460,banana
5514,57,13,446,420,person
5515,208,144,390,244,frisbee
5516,331,180,497,418,person
5517,428,213,446,242,cell phone
5518,346,184,491,410,person
5519,433,212,446,240,cell phone
5520,279,174,369,269,person
5521,50,246,548,425,dining table
5522,334,150,370,209,person
5523,354,183,545,298,dining table
5524,373,152,426,202,person
5525,430,142,481,199,person
5526,314,165,375,226,person
5527,410,180,491,299,person
5528,29,245,535,424,dining table
5529,168,167,274,270,person
5530,0,338,150,422,person
5531,48,173,152,302,person
5532,493,174,591,324,person
5533,494,221,635,423,person
5534,0,186,147,398,person
5535,2,141,212,539,person
5536,171,446,373,616,cake
5537,179,62,421,505,person
5538,10,53,279,478,person
5539,208,169,319,299,remote
5540,13,58,271,479,person
5541,211,170,270,297,remote
5542,4,87,45,216,person
5543,387,362,430,473,bottle
5544,186,57,364,367,person
5545,1,51,197,381,person
5546,284,87,638,390,person
5547,178,63,365,345,person
5548,206,245,254,275,bowl
5549,0,57,188,381,person
5550,181,270,223,304,bowl
5551,253,85,637,413,person
5552,226,279,277,317,bowl
5553,142,60,339,303,person
5554,227,241,361,327,sheep
5555,137,57,339,308,person
5556,240,221,339,330,sheep
5557,152,15,482,420,person
5558,82,138,600,422,motorcycle
5559,149,27,355,593,person
5560,193,174,233,213,cell phone
5561,154,25,358,595,person
5562,186,165,235,227,cell phone
5563,153,27,358,593,person
5564,189,168,226,222,cell phone
5565,281,173,432,310,person
5566,311,197,440,386,bicycle
5567,437,81,574,333,person
5568,368,186,589,374,bicycle
5569,113,281,281,544,person
5570,112,387,285,581,bicycle
5571,145,76,287,396,person
5572,6,38,454,185,umbrella
5573,86,6,610,377,person
5574,3,2,635,472,couch
5575,424,61,488,174,person
5576,5,65,553,468,boat
5577,359,133,408,176,person
5578,6,53,542,467,boat
5579,417,169,464,224,person
5580,234,171,272,251,person
5581,389,173,439,236,person
5582,270,160,317,230,person
5583,309,147,355,228,person
5584,318,228,385,288,person
5585,123,220,175,301,person
5586,74,241,124,329,person
5587,1,334,41,457,person
5588,350,194,421,265,person
5589,231,245,290,339,person
5590,164,204,237,287,person
5591,113,294,165,415,person
5592,282,223,349,328,person
5593,53,318,117,430,person
5594,7,269,81,368,person
5595,427,74,487,199,person
5596,164,267,224,397,person
5597,355,134,402,198,person
5598,4,69,557,469,boat
5599,300,145,358,199,person
5600,426,150,469,233,person
5601,234,189,288,265,person
5602,321,214,374,295,person
5603,264,164,343,221,person
5604,130,229,188,323,person
5605,385,166,449,258,person
5606,61,246,127,338,person
5607,357,177,417,297,person
5608,224,243,297,361,person
5609,174,264,250,395,person
5610,109,293,188,428,person
5611,49,308,139,453,person
5612,126,270,321,633,person
5613,165,339,302,612,chair
5614,219,112,371,360,person
5615,213,314,279,362,skateboard
5616,282,13,556,391,person
5617,127,342,158,380,sports ball
5618,189,7,406,424,person
5619,321,24,425,119,tennis racket
5620,15,0,437,478,person
5621,265,382,474,450,book
5622,1,1,435,422,person
5623,149,80,249,203,potted plant
5624,543,193,638,421,potted plant
5625,216,165,349,337,potted plant
5626,390,196,543,408,potted plant
5627,106,55,602,474,person
5628,509,276,638,475,bench
5629,0,70,529,361,person
5630,1,1,638,477,couch
5631,389,2,636,241,person
5632,118,146,246,434,wine glass
5633,0,250,222,436,person
5634,121,153,234,433,wine glass
5635,286,139,413,478,person
5636,262,400,389,475,skis
5637,5,31,638,476,person
5638,159,185,269,217,toothbrush
5639,439,151,552,239,person
5640,146,150,418,319,bicycle
5641,177,98,396,626,person
5642,8,155,277,636,bicycle
5643,230,91,639,637,person
5644,0,556,237,639,cake
5645,327,0,543,133,person
5646,362,121,482,269,skateboard
5647,8,37,418,610,person
5648,33,246,382,610,chair
5649,221,89,306,212,person
5650,251,73,334,202,snowboard
5651,61,122,175,200,person
5652,97,125,209,205,snowboard
5653,359,155,458,246,person
5654,402,122,491,245,snowboard
5655,479,214,606,322,person
5656,551,268,629,322,snowboard
5657,334,123,499,253,person
5658,396,128,493,242,snowboard
5659,8,37,316,578,person
5660,1,274,477,630,horse
5661,157,141,253,285,person
5662,193,249,245,317,skateboard
5663,156,138,253,289,person
5664,195,255,237,322,skateboard
5665,389,115,423,142,person
5666,310,101,560,224,car
5667,427,144,572,250,person
5668,137,163,570,303,bed
5669,295,57,381,176,person
5670,95,121,546,421,dining table
5671,356,41,435,197,person
5672,434,14,582,285,person
5673,9,19,169,365,person
5674,302,73,389,184,person
5675,97,132,546,381,dining table
5676,431,76,548,333,person
5677,423,302,556,351,snowboard
5678,427,62,550,333,person
5679,421,293,556,364,snowboard
5680,117,62,265,285,person
5681,127,152,270,352,bicycle
5682,124,71,279,242,person
5683,135,153,269,369,bicycle
5684,14,0,394,477,person
5685,209,294,286,342,hot dog
5686,255,280,373,326,hot dog
5687,2,0,401,476,person
5688,249,273,390,333,hot dog
5689,13,5,395,473,person
5690,187,266,389,349,hot dog
5691,5,108,498,477,person
5692,29,37,635,303,keyboard
5693,35,1,549,336,person
5694,2,59,632,337,oven
5695,90,219,181,384,person
5696,99,291,186,401,bicycle
5697,223,68,438,274,person
5698,105,53,615,277,motorcycle
5699,241,14,541,621,person
5700,364,562,439,624,skateboard
5701,104,20,285,573,person
5702,121,524,245,620,skateboard
5703,316,171,348,255,person
5704,293,206,322,255,cow
5705,90,174,192,265,person
5706,77,189,175,306,chair
5707,233,155,380,317,person
5708,246,177,477,325,chair
5709,135,159,194,223,person
5710,147,196,237,227,chair
5711,237,133,298,212,person
5712,100,177,169,251,person
5713,85,201,180,294,chair
5714,248,158,383,303,person
5715,285,185,485,310,chair
5716,461,158,550,273,person
5717,455,134,630,387,motorcycle
5718,334,139,447,272,person
5719,321,108,553,400,motorcycle
5720,1,150,151,317,person
5721,0,87,282,422,motorcycle
5722,4,2,404,522,person
5723,82,233,423,639,teddy bear
5724,150,240,269,316,person
5725,37,235,414,383,car
5726,156,244,225,291,person
5727,55,230,390,381,car
5728,210,2,387,479,person
5729,2,228,639,483,bench
5730,29,128,194,628,person
5731,85,1,465,617,kite
5732,390,137,595,623,person
5733,197,361,423,476,person
5734,170,115,425,405,toilet
5735,85,101,342,327,person
5736,67,208,200,369,skateboard
5737,249,149,398,318,person
5738,146,211,560,365,couch
5739,394,155,520,385,person
5740,173,152,298,395,person
5741,239,187,537,312,person
5742,127,54,247,400,person
5743,5,169,156,222,baseball bat
5744,488,41,631,422,person
5745,74,11,554,410,airplane
5746,222,6,353,272,person
5747,263,193,338,287,skateboard
5748,268,1,396,169,person
5749,324,138,377,175,skateboard
5750,202,2,336,269,person
5751,271,201,331,281,skateboard
5752,78,205,252,423,person
5753,138,414,204,423,skateboard
5754,138,121,300,395,person
5755,207,388,257,408,skateboard
5756,370,0,454,194,person
5757,386,125,439,207,skateboard
5758,289,0,403,170,person
5759,320,133,374,183,skateboard
5760,75,209,257,424,person
5761,126,408,213,425,skateboard
5762,223,86,367,344,person
5763,201,204,381,399,bicycle
5764,409,107,453,161,person
5765,347,105,513,237,airplane
5766,165,234,208,293,person
5767,89,233,277,356,airplane
5768,153,237,203,296,person
5769,77,261,273,352,airplane
5770,409,112,457,176,person
5771,354,133,529,232,airplane
5772,13,129,327,626,person
5773,10,5,445,201,umbrella
5774,512,1,636,422,person
5775,278,120,405,351,dog
5776,496,133,533,205,person
5777,504,197,523,217,skateboard
5778,442,129,481,219,person
5779,450,209,478,231,skateboard
5780,309,1,599,494,person
5781,274,360,318,481,wine glass
5782,309,37,393,225,person
5783,1,192,158,359,sheep
5784,273,183,461,345,sheep
5785,143,188,357,341,sheep
5786,258,248,517,370,person
5787,435,199,542,373,snowboard
5788,86,254,313,348,person
5789,447,188,546,365,snowboard
5790,275,227,515,352,person
5791,119,21,391,483,person
5792,27,205,532,605,motorcycle
5793,383,59,535,426,person
5794,408,130,503,237,backpack
5795,379,66,532,423,person
5796,395,134,520,302,backpack
5797,115,49,165,237,person
5798,1,125,419,413,elephant
5799,155,53,230,188,person
5800,71,44,126,245,person
5801,225,289,285,413,person
5802,1,132,425,412,elephant
5803,420,274,488,414,person
5804,597,267,613,376,person
5805,507,198,600,397,elephant
5806,619,257,637,379,person
5807,274,11,539,453,person
5808,9,87,638,454,motorcycle
5809,85,64,195,400,person
5810,103,429,181,453,skis
5811,229,49,366,378,person
5812,242,413,325,454,skis
5813,395,43,542,412,person
5814,421,433,497,455,skis
5815,84,65,193,430,person
5816,99,417,187,453,skis
5817,228,46,369,415,person
5818,241,345,330,454,skis
5819,5,2,547,425,person
5820,306,84,539,365,knife
5821,75,246,381,557,person
5822,78,559,236,618,knife
5823,203,143,349,589,person
5824,275,208,363,329,umbrella
5825,72,74,229,609,person
5826,120,219,229,373,umbrella
5827,223,48,378,415,person
5828,122,141,458,466,motorcycle
5829,241,60,339,336,person
5830,119,174,463,438,motorcycle
5831,214,151,275,318,person
5832,218,216,285,329,bicycle
5833,310,141,389,313,person
5834,297,229,390,342,bicycle
5835,443,135,566,393,person
5836,409,249,598,406,bicycle
5837,9,147,328,638,person
5838,153,313,244,511,hot dog
5839,12,165,277,635,person
5840,387,445,469,472,hot dog
5841,380,457,469,491,hot dog
5842,206,317,256,378,hot dog
5843,367,485,459,518,hot dog
5844,354,500,453,536,hot dog
5845,347,523,453,562,hot dog
5846,353,549,450,599,hot dog
5847,9,141,329,634,person
5848,212,318,244,404,hot dog
5849,6,145,330,633,person
5850,388,465,457,486,hot dog
5851,211,321,241,380,hot dog
5852,361,528,448,560,hot dog
5853,349,557,449,591,hot dog
5854,430,133,450,147,person
5855,1,7,634,422,boat
5856,487,234,506,258,person
5857,479,263,499,289,person
5858,449,253,474,283,person
5859,384,246,415,277,person
5860,185,216,220,254,person
5861,328,237,367,274,person
5862,312,368,372,420,person
5863,518,290,634,422,person
5864,159,70,525,353,person
5865,253,334,425,472,skateboard
5866,58,7,635,421,person
5867,146,146,343,422,bird
5868,163,131,274,417,person
5869,233,214,273,253,knife
5870,469,84,616,410,person
5871,497,185,536,240,knife
5872,33,86,271,416,person
5873,236,334,270,381,knife
5874,58,92,254,425,person
5875,251,357,281,374,knife
5876,161,294,260,393,person
5877,272,232,317,249,cow
5878,244,227,281,253,cow
5879,209,237,251,261,cow
5880,290,208,327,237,cow
5881,140,272,186,297,cow
5882,218,200,257,231,cow
5883,337,217,373,252,cow
5884,205,269,264,292,cow
5885,186,209,234,237,cow
5886,331,201,384,228,cow
5887,167,282,217,310,cow
5888,127,249,177,288,cow
5889,226,253,287,285,cow
5890,279,245,334,285,cow
5891,163,227,211,273,cow
5892,61,284,120,333,cow
5893,344,245,405,293,cow
5894,69,256,131,305,cow
5895,214,288,291,381,cow
5896,126,303,189,459,cow
5897,281,277,368,424,cow
5898,338,289,424,438,cow
5899,19,297,102,475,cow
5900,316,190,405,246,person
5901,74,164,576,332,car
5902,241,198,277,235,person
5903,85,170,577,338,car
5904,331,189,406,236,person
5905,225,151,411,422,person
5906,0,0,441,376,kite
5907,409,82,532,356,person
5908,1,0,440,374,kite
5909,292,268,333,321,person
5910,13,97,554,381,airplane
5911,318,196,389,362,person
5912,273,231,431,310,surfboard
5913,0,3,549,425,person
5914,318,265,442,424,wine glass
5915,205,109,312,265,person
5916,6,234,157,417,horse
5917,332,81,456,322,person
5918,101,186,620,407,horse
5919,161,155,302,271,person
5920,1,262,185,421,horse
5921,304,94,458,406,person
5922,74,221,623,422,horse
5923,157,133,316,299,person
5924,5,238,212,423,horse
5925,53,1,442,362,person
5926,150,239,351,344,skateboard
5927,202,402,306,629,person
5928,218,439,284,521,backpack
5929,2,201,141,477,person
5930,50,259,170,406,handbag
5931,501,12,636,477,person
5932,477,359,524,451,handbag
5933,82,111,248,283,person
5934,53,184,257,333,bicycle
5935,336,110,523,338,person
5936,287,181,549,365,bicycle
5937,251,35,460,475,person
5938,18,73,542,478,motorcycle
5939,482,143,498,169,person
5940,499,45,553,91,kite
5941,342,23,617,510,person
5942,13,16,545,453,bicycle
5943,82,158,381,544,person
5944,199,252,359,414,backpack
5945,118,65,388,254,person
5946,226,229,266,298,skateboard
5947,192,262,209,316,person
5948,143,252,262,360,boat
5949,186,261,214,323,person
5950,142,238,265,362,boat
5951,4,1,322,366,person
5952,154,91,299,222,apple
5953,1,3,318,341,person
5954,143,54,302,216,apple
5955,264,171,473,424,person
5956,7,40,488,192,umbrella
5957,260,169,474,424,person
5958,13,12,496,416,umbrella
5959,486,65,598,189,person
5960,510,160,601,194,skateboard
5961,118,246,420,637,person
5962,67,452,228,611,keyboard
5963,16,1,435,461,person
5964,18,135,171,254,banana
5965,351,152,612,395,person
5966,17,103,357,425,tv
5967,1,4,525,478,person
5968,2,29,470,476,cat
5969,68,14,291,629,person
5970,28,318,149,485,handbag
5971,1,5,497,634,person
5972,121,357,415,572,book
5973,59,7,460,637,person
5974,31,377,243,616,frisbee
5975,34,201,53,224,person
5976,1,167,85,276,car
5977,169,205,217,246,person
5978,29,178,424,340,car
5979,288,54,458,354,person
5980,243,228,263,255,banana
5981,245,39,433,351,person
5982,0,156,365,350,couch
5983,5,301,346,513,person
5984,309,412,396,518,book
5985,10,317,367,536,person
5986,295,428,390,502,book
5987,0,39,281,268,person
5988,180,27,631,258,knife
5989,4,5,450,418,person
5990,188,147,635,402,keyboard
5991,2,0,482,370,person
5992,0,76,404,368,bird
5993,194,33,555,403,person
5994,237,188,386,218,spoon
5995,161,107,472,368,person
5996,1,226,545,441,boat
5997,1,130,157,418,person
5998,1,257,504,433,boat
5999,172,162,431,442,person
6000,0,337,626,477,boat
6001,109,107,352,393,person
6002,252,51,636,344,laptop
6003,164,160,235,281,person
6004,135,176,288,290,motorcycle
6005,2,266,245,633,person
6006,37,30,466,633,refrigerator
6007,525,151,637,423,person
6008,334,98,450,268,vase
6009,154,180,349,355,person
6010,443,179,594,426,person
6011,0,144,211,424,person
6012,579,257,638,420,person
6013,530,403,546,422,cup
6014,479,400,495,421,cup
6015,543,400,563,422,cup
6016,574,403,599,424,cup
6017,614,399,639,422,cup
6018,491,399,522,421,cup
6019,453,400,483,423,cup
6020,350,400,381,424,cup
6021,308,271,409,422,person
6022,407,281,578,422,person
6023,133,245,377,346,person
6024,129,44,380,422,person
6025,386,43,459,253,person
6026,376,101,412,133,book
6027,41,61,256,425,person
6028,245,97,312,146,sports ball
6029,29,109,398,567,person
6030,222,532,367,611,skateboard
6031,31,105,356,571,person
6032,236,542,367,597,skateboard
6033,124,47,344,581,person
6034,47,320,209,454,suitcase
6035,57,137,551,352,person
6036,32,129,609,366,couch
6037,235,381,429,474,person
6038,180,91,479,441,toilet
6039,11,2,322,205,person
6040,85,41,439,261,dog
6041,69,102,252,535,person
6042,206,300,241,333,frisbee
6043,61,103,265,544,person
6044,202,295,252,334,frisbee
6045,83,177,118,250,person
6046,73,229,107,316,bicycle
6047,193,146,227,298,person
6048,197,214,234,309,bicycle
6049,0,176,96,437,person
6050,1,312,84,473,bicycle
6051,216,96,330,379,person
6052,226,216,328,457,bicycle
6053,394,73,521,365,person
6054,403,200,526,449,bicycle
6055,194,149,236,235,person
6056,182,221,242,313,bicycle
6057,2,173,102,331,person
6058,0,303,98,471,bicycle
6059,232,79,342,239,person
6060,196,217,328,463,bicycle
6061,404,77,524,287,person
6062,378,205,520,463,bicycle
6063,2,175,114,445,person
6064,2,301,111,476,bicycle
6065,210,86,343,388,person
6066,197,212,353,462,bicycle
6067,41,26,417,636,person
6068,277,573,369,630,knife
6069,63,4,618,477,person
6070,354,240,520,376,donut
6071,263,66,399,397,person
6072,162,219,493,417,bicycle
6073,360,120,587,426,person
6074,9,206,435,418,sheep
6075,108,28,405,309,person
6076,9,13,491,392,person
6077,20,113,358,395,chair
6078,10,19,491,395,person
6079,345,178,592,395,laptop
6080,33,225,119,352,person
6081,68,305,97,333,frisbee
6082,167,109,330,522,person
6083,136,307,244,521,cow
6084,138,47,515,335,person
6085,136,25,535,420,chair
6086,141,61,513,362,person
6087,297,25,514,338,chair
6088,130,293,269,542,person
6089,11,352,234,519,bench
6090,159,357,227,448,person
6091,462,293,482,318,traffic light
6092,399,299,457,434,person
6093,229,349,301,478,person
6094,566,303,632,473,person
6095,325,318,401,469,person
6096,402,96,484,261,person
6097,189,157,449,329,dining table
6098,295,202,328,225,person
6099,182,189,489,276,car
6100,293,195,325,225,person
6101,178,181,492,287,car
6102,319,28,514,381,person
6103,418,85,511,240,bottle
6104,83,41,442,605,person
6105,49,138,440,611,motorcycle
6106,5,0,197,393,person
6107,5,218,170,481,handbag
6108,3,1,337,623,person
6109,3,217,171,501,handbag
6110,204,341,348,630,person
6111,273,145,376,385,kite
6112,47,100,246,409,kite
6113,196,337,345,632,person
6114,43,105,169,169,kite
6115,266,141,384,242,kite
6116,353,115,449,247,person
6117,281,109,350,249,fire hydrant
6118,173,121,285,261,person
6119,5,44,157,257,person
6120,128,183,207,250,bird
6121,88,192,129,225,person
6122,79,161,563,373,car
6123,0,0,636,425,person
6124,9,283,437,421,toothbrush
6125,187,23,532,340,person
6126,76,300,440,349,toothbrush
6127,270,180,433,450,person
6128,200,294,421,566,bicycle
6129,90,146,332,483,person
6130,202,303,414,576,bicycle
6131,325,185,432,440,person
6132,212,290,432,565,bicycle
6133,281,327,386,419,person
6134,147,326,296,414,horse
6135,130,226,345,614,person
6136,241,325,328,369,book
6137,127,227,347,615,person
6138,248,328,328,349,book
6139,79,50,572,464,person
6140,296,141,405,251,cell phone
6141,113,34,637,478,person
6142,307,137,387,230,cell phone
6143,156,169,286,380,person
6144,177,293,274,381,skateboard
6145,398,181,463,300,person
6146,453,287,465,305,umbrella
6147,242,190,333,405,person
6148,236,305,277,402,umbrella
6149,164,115,297,411,person
6150,245,50,380,393,suitcase
6151,213,147,269,293,person
6152,244,213,279,232,skateboard
6153,53,105,369,566,person
6154,281,509,329,540,broccoli
6155,516,85,632,417,person
6156,174,78,375,378,bird
6157,141,0,637,397,person
6158,243,241,484,365,fork
6159,319,212,365,260,person
6160,319,238,369,269,skis
6161,332,210,358,252,person
6162,317,242,360,260,skis
6163,336,217,353,248,person
6164,333,247,351,253,skis
6165,209,1,635,634,person
6166,189,568,345,633,spoon
6167,1,164,337,633,person
6168,188,577,336,633,spoon
6169,184,169,432,476,person
6170,0,1,636,345,umbrella
6171,309,167,353,316,person
6172,280,147,364,172,umbrella
6173,296,161,366,322,person
6174,269,141,368,183,umbrella
6175,308,167,368,316,person
6176,280,145,359,186,umbrella
6177,152,26,467,372,person
6178,180,121,225,194,cup
6179,257,30,305,117,person
6180,9,49,335,255,car
6181,183,21,230,109,person
6182,531,66,603,126,person
6183,129,11,621,374,car
6184,386,8,456,125,person
6185,312,99,445,353,person
6186,246,69,352,146,baseball bat
6187,325,102,444,359,person
6188,250,69,338,130,baseball bat
6189,376,99,533,471,person
6190,153,89,390,402,sheep
6191,466,75,606,242,person
6192,89,0,203,311,bottle
6193,201,34,322,253,person
6194,1,0,137,260,person
6195,92,78,246,381,person
6196,26,363,389,637,oven
6197,118,144,216,403,person
6198,117,256,210,413,bicycle
6199,177,132,242,251,person
6200,190,242,249,369,bicycle
6201,1,152,63,296,person
6202,6,238,73,277,bicycle
6203,319,126,430,349,person
6204,301,246,442,398,bicycle
6205,3,57,209,177,person
6206,27,297,473,603,book
6207,9,9,318,639,person
6208,119,99,220,212,teddy bear
6209,2,126,202,440,person
6210,87,192,504,448,dining table
6211,391,93,510,212,person
6212,90,183,516,447,dining table
6213,281,86,400,218,person
6214,46,103,159,256,person
6215,140,82,263,234,person
6216,388,109,598,235,person
6217,392,136,596,447,person
6218,375,1,638,477,person
6219,381,280,419,334,cup
6220,382,0,638,477,person
6221,375,259,423,339,cup
6222,4,19,441,627,person
6223,229,213,351,281,bottle
6224,173,38,469,397,person
6225,266,127,309,159,bird
6226,229,166,268,207,bird
6227,185,17,469,613,person
6228,9,206,633,635,bicycle
6229,544,124,638,474,person
6230,352,229,528,415,backpack
6231,38,222,293,425,backpack
6232,0,343,37,477,person
6233,2,225,425,454,elephant
6234,0,101,437,465,elephant
6235,569,249,637,382,person
6236,510,378,637,477,person
6237,41,411,256,478,person
6238,282,69,409,236,person
6239,281,225,350,263,skateboard
6240,272,65,425,241,person
6241,278,200,382,280,skateboard
6242,291,66,406,226,person
6243,286,223,354,253,skateboard
6244,398,103,486,236,person
6245,390,228,483,259,skateboard
6246,268,230,359,361,person
6247,278,1,502,436,person
6248,85,164,604,476,motorcycle
6249,225,0,464,269,person
6250,0,197,465,265,kite
6251,21,16,473,636,person
6252,25,385,353,637,toothbrush
6253,101,34,293,403,person
6254,376,51,566,308,person
6255,193,21,268,88,person
6256,99,285,241,498,toilet
6257,376,114,570,426,person
6258,458,160,539,382,tennis racket
6259,7,3,425,497,person
6260,134,280,320,463,knife
6261,1,3,421,638,person
6262,177,292,304,451,knife
6263,176,332,284,471,person
6264,233,431,281,474,skateboard
6265,5,1,358,508,person
6266,299,27,580,508,person
6267,419,95,501,186,person
6268,453,148,510,185,snowboard
6269,157,61,251,176,person
6270,191,61,264,208,snowboard
6271,423,97,498,182,person
6272,461,152,505,182,snowboard
6273,85,67,179,237,person
6274,143,53,638,397,airplane
6275,449,69,496,117,person
6276,137,37,634,398,airplane
6277,449,68,488,129,person
6278,153,53,633,397,airplane
6279,526,58,599,117,person
6280,24,58,410,477,person
6281,330,208,513,369,cake
6282,161,74,298,314,person
6283,6,6,638,416,truck
6284,472,186,537,393,person
6285,0,94,637,278,airplane
6286,565,205,637,408,person
6287,265,260,299,317,person
6288,153,229,622,466,car
6289,259,261,321,328,person
6290,151,219,625,477,car
6291,145,16,539,372,person
6292,229,94,266,358,knife
6293,113,71,314,306,person
6294,161,301,350,418,skateboard
6295,59,70,158,238,person
6296,45,197,211,472,bicycle
6297,396,37,496,209,person
6298,426,165,547,424,bicycle
6299,546,17,638,209,person
6300,574,203,638,409,bicycle
6301,224,24,366,221,person
6302,246,179,376,444,bicycle
6303,564,28,637,313,person
6304,559,188,638,400,bicycle
6305,402,46,537,394,person
6306,391,209,550,421,bicycle
6307,222,34,368,421,person
6308,227,200,374,436,bicycle
6309,33,80,204,437,person
6310,40,218,200,468,bicycle
6311,545,30,629,201,person
6312,572,173,633,353,bicycle
6313,415,48,525,267,person
6314,395,189,544,412,bicycle
6315,252,46,368,304,person
6316,233,203,376,428,bicycle
6317,44,57,213,279,person
6318,13,179,211,448,bicycle
6319,124,46,433,638,person
6320,234,360,410,495,baseball glove
6321,227,4,621,450,person
